order_id,customer_id,restaurant_id,partner_id,order_date,order_value,company_commission,delivery_fee,delivery_time_minutes,order_status,customer_rating,customer_name,customer_city,age,gender,signup_date,restaurant_name,restaurant_city,cuisine,rating,partner_since,partner_name,partner_city,Vehicle_Types,Experience,Joining_date,payment_id,payment_method,payment_status,payment_amount,payment_date,Month,Weekday,Month_Name,Order_Size,Is_Weekend
O05315,C0432,R0062,P0044,2024-08-11,465,93.0,40,42.0,Delivered,1.6,Isha,Ahmedabad,20,Male,2025-01-20,The Green Chutney,Pune,Biryani,good,2024-10-31,Ramesh,Pune,Bike,6,2024-08-10,PAY05315,UPI,Success,505,2024-08-11,2024-08,Sunday,August,Low,True
O05316,C0666,R0061,P0038,2026-04-03,1774,354.8,20,53.0,Delivered,2.1,Dimple,Bangalore,25,Male,2024-07-21,The Midnight Masala,Delhi,Nachos,good,2025-01-18,Shiv,Mumbai,Bike,5,2024-03-02,PAY05316,COD,Success,1794,2026-04-03,2026-04,Friday,April,High,False
O05317,C0121,R0006,P0033,2025-01-27,264,52.8,40,36.0,Delivered,4.3,Dimple,Hyderabad,57,Male,2024-10-25,Naan Stop,Bangalore,Gujarati,good,2024-08-28,sanjay,Bangalore,Scooter,5,2024-08-29,PAY05317,UPI,Success,304,2025-01-27,2025-01,Monday,January,Low,False
O05318,C0657,R0094,P0004,2024-11-11,875,175.0,30,32.0,Delivered,4.0,Aditiya,Pune,33,Female,2024-12-22,The Midnight Masala,Delhi,Pizza,good,2026-02-24,Vihaan,Hyderabad,Bike,4,2025-12-03,PAY05318,UPI,Success,905,2024-11-11,2024-11,Monday,November,Low,False
O05319,C0302,R0014,P0018,2025-07-06,414,82.8,40,37.0,Delivered,4.2,Isha,Surat,35,Female,2026-01-14,The Midnight Masala,Pune,South Indian,good,2025-09-27,Bajraj,Pune,Scooter,5,2026-04-20,PAY05319,COD,Success,454,2025-07-06,2025-07,Sunday,July,Low,True
O05320,C0868,R0031,P0015,2024-12-25,905,181.0,30,27.0,Delivered,2.2,Krishna,Delhi,51,Male,2025-02-14,Dal Roti Wala,Delhi,South Indian,good,2024-05-13,sanjay,Bangalore,Cycle,6,2025-01-09,PAY05320,COD,Success,935,2024-12-25,2024-12,Wednesday,December,Low,False
O05321,C0370,R0013,P0024,2024-09-25,1769,0.0,0,,Cancelled,,Arjun,Bangalore,57,Male,2025-05-30,The Chaat Chart,Surat,Pizza,good,2026-03-07,Vihaan,Ahmedabad,Bike,7,2024-05-12,PAY05321,UPI,Refunded,1769,2024-09-25,2024-09,Wednesday,September,High,False
O05322,C0781,R0002,P0049,2024-08-21,116,23.2,40,60.0,Delivered,5.0,Harsh,Chennai,60,Male,2026-03-04,Naan Stop,Surat,SizzlerItalian,good,2023-08-09,Suresh,Ahmedabad,Bike,4,2025-05-23,PAY05322,UPI,Success,156,2024-08-21,2024-08,Wednesday,August,Low,False
O05323,C0734,R0016,P0009,2026-05-18,1040,208.0,20,58.0,Delivered,4.8,Mahek,Chennai,44,Male,2026-03-17,Naan Stop,Surat,South Indian,good,2024-01-15,Ramesh,Pune,Bike,10,2025-03-14,PAY05323,UPI,Success,1060,2026-05-18,2026-05,Monday,May,High,False
O05324,C0159,R0080,P0017,2025-04-02,168,0.0,0,,Cancelled,,Vihaan,Ahmedabad,56,Female,2026-01-18,The Chaat Chart,Pune,Nachos,good,2025-12-17,Shiv,Delhi,Bike,4,2024-12-22,PAY05324,UPI,Refunded,168,2025-04-02,2025-04,Wednesday,April,Low,False
O05325,C0668,R0057,P0025,2024-10-24,1508,301.6,20,51.0,Delivered,4.3,Radha,Mumbai,21,Male,2026-04-20,Dal Roti Wala,Bangalore,Chinese,good,2024-01-12,Vihaan,Pune,Cycle,2,2025-07-14,PAY05325,Debit Card,Success,1528,2024-10-24,2024-10,Thursday,October,High,False
O05326,C0204,R0042,P0036,2026-01-03,415,83.0,40,29.0,Delivered,4.0,Mahek,Bangalore,59,Male,2025-08-10,Wok & Tikka,Mumbai,Biryani,good,2025-08-25,Bajraj,Ahmedabad,Cycle,5,2023-06-25,PAY05326,UPI,Success,455,2026-01-03,2026-01,Saturday,January,Low,True
O05327,C0405,R0044,P0006,2026-06-18,1046,209.2,20,27.0,Delivered,3.0,Krishna,Ahmedabad,28,Female,2025-03-09,Naan Stop,Pune,Mexican,good,2023-12-05,Vihaan,Surat,Bike,2,2026-05-23,PAY05327,UPI,Success,1066,2026-06-18,2026-06,Thursday,June,High,False
O05328,C0804,R0032,P0025,2024-12-09,124,24.8,40,27.0,Delivered,2.6,Rishi,Ahmedabad,59,Male,2025-02-23,Tadka Town,Pune,SizzlerItalian,good,2026-03-19,Vihaan,Pune,Cycle,2,2025-07-14,PAY05328,UPI,Success,164,2024-12-09,2024-12,Monday,December,Low,False
O05329,C0445,R0073,P0007,2025-11-30,191,38.2,40,55.0,Delivered,4.9,Harsh,Surat,60,Female,2024-09-20,Dal Roti Wala,Pune,Mexican,good,2024-08-09,Ramesh,Delhi,Bike,3,2024-01-13,PAY05329,UPI,Success,231,2025-11-30,2025-11,Sunday,November,Low,True
O05330,C0386,R0066,P0031,2025-11-16,358,71.6,40,52.0,Delivered,4.7,Pranjal,Ahmedabad,19,Male,2024-07-27,Dal Roti Wala,Pune,Mexican,good,2025-03-09,Vikram,Ahmedabad,Scooter,3,2023-11-25,PAY05330,UPI,Success,398,2025-11-16,2025-11,Sunday,November,Low,True
O05331,C0874,R0052,P0050,2025-11-21,400,0.0,0,,Cancelled,,Siya,Chennai,37,Female,2026-06-17,The Green Chutney,Bangalore,Biryani,good,2026-04-25,Shiv,Mumbai,Cycle,3,2023-07-26,PAY05331,COD,Refunded,400,2025-11-21,2025-11,Friday,November,Low,False
O05332,C0583,R0055,P0015,2025-04-11,898,179.6,30,57.0,Delivered,5.0,Vihaan,Mumbai,55,Male,2024-10-30,The Midnight Masala,Surat,Chinese,good,2026-01-31,sanjay,Bangalore,Cycle,6,2025-01-09,PAY05332,COD,Success,928,2025-04-11,2025-04,Friday,April,Low,False
O05333,C0074,R0088,P0050,2026-03-25,1933,386.6,20,21.0,Delivered,4.7,Mahek,Delhi,60,Female,2025-12-07,Dal Roti Wala,Delhi,South Indian,good,2024-04-01,Shiv,Mumbai,Cycle,3,2023-07-26,PAY05333,UPI,Success,1953,2026-03-25,2026-03,Wednesday,March,High,False
O05334,C0290,R0045,P0024,2025-12-29,167,33.4,40,37.0,Delivered,4.4,Dimple,Surat,28,Male,2026-06-10,Wok & Tikka,Hyderabad,Biryani,good,2025-05-17,Vihaan,Ahmedabad,Bike,7,2024-05-12,PAY05334,UPI,Success,207,2025-12-29,2025-12,Monday,December,Low,False
O05335,C0665,R0029,P0009,2025-08-29,611,122.2,30,40.0,Delivered,4.0,Vivan,Chennai,60,Male,2025-04-03,Naan Stop,Bangalore,North Indian,good,2025-01-01,Ramesh,Pune,Bike,10,2025-03-14,PAY05335,UPI,Success,641,2025-08-29,2025-08,Friday,August,Low,False
O05336,C0186,R0025,P0047,2025-11-26,903,180.6,30,40.0,Delivered,3.6,Arya,Chennai,33,Female,2025-09-24,Curry Cartel,Hyderabad,SizzlerItalian,good,2026-04-22,Vikram,Pune,Bike,5,2024-02-03,PAY05336,UPI,Success,933,2025-11-26,2025-11,Wednesday,November,Low,False
O05337,C0601,R0071,P0024,2024-12-02,240,48.0,40,37.0,Delivered,1.5,Arya,Mumbai,24,Male,2025-03-12,The Green Chutney,Mumbai,Mexican,good,2023-12-19,Vihaan,Ahmedabad,Bike,7,2024-05-12,PAY05337,UPI,Success,280,2024-12-02,2024-12,Monday,December,Low,False
O05338,C0317,R0059,P0020,2025-01-07,252,50.4,40,39.0,Delivered,4.6,Arjun,Bangalore,23,Male,2024-08-23,The Green Chutney,Surat,SizzlerItalian,good,2026-05-26,Suresh,Delhi,Scooter,0,2024-10-19,PAY05338,UPI,Success,292,2025-01-07,2025-01,Tuesday,January,Low,False
O05339,C0095,R0084,P0041,2025-07-19,576,0.0,0,,Cancelled,,Arya,Delhi,48,Female,2025-03-06,The Green Chutney,Pune,North Indian,good,2024-12-24,Suresh,Mumbai,Bike,0,2026-03-10,PAY05339,COD,Refunded,576,2025-07-19,2025-07,Saturday,July,Low,True
O05340,C0700,R0091,P0011,2026-04-10,936,187.2,30,44.0,Delivered,2.0,Rishi,Chennai,57,Female,2024-08-31,Tadka Town,Hyderabad,Chinese,good,2025-03-12,Bajraj,Delhi,Scooter,1,2024-04-14,PAY05340,UPI,Success,966,2026-04-10,2026-04,Friday,April,Low,False
O05341,C0165,R0030,P0045,2026-06-16,630,126.0,30,35.0,Delivered,5.0,Mahek,Surat,48,Female,2024-12-02,Curry Cartel,Ahmedabad,Mexican,good,2026-01-20,Vikram,Bangalore,Scooter,5,2024-08-25,PAY05341,UPI,Success,660,2026-06-16,2026-06,Tuesday,June,Low,False
O05342,C0701,R0026,P0019,2024-08-17,134,26.8,40,44.0,Delivered,1.7,Mudra,Bangalore,51,Male,2025-01-06,Dal Roti Wala,Hyderabad,Biryani,good,2026-05-17,sanjay,Delhi,Bike,5,2025-12-08,PAY05342,UPI,Success,174,2024-08-17,2024-08,Saturday,August,Low,True
O05343,C0457,R0085,P0038,2026-02-25,1311,262.2,20,50.0,Delivered,1.6,Isha,Delhi,51,Female,2024-10-16,Naan Stop,Mumbai,South Indian,good,2023-08-16,Shiv,Mumbai,Bike,5,2024-03-02,PAY05343,COD,Success,1331,2026-02-25,2026-02,Wednesday,February,High,False
O05344,C0862,R0003,P0039,2026-02-15,334,66.8,40,26.0,Delivered,4.2,Krishna,Mumbai,55,Male,2025-02-21,Dal Roti Wala,Pune,South Indian,good,2026-06-18,Shiv,Hyderabad,Scooter,6,2023-07-10,PAY05344,UPI,Success,374,2026-02-15,2026-02,Sunday,February,Low,True
O05345,C0520,R0084,P0042,2026-01-08,212,42.4,40,31.0,Delivered,1.8,Krishna,Bangalore,39,Female,2025-01-26,The Green Chutney,Pune,North Indian,good,2024-12-24,Rajesh,Pune,Bike,8,2025-08-17,PAY05345,Debit Card,Success,252,2026-01-08,2026-01,Thursday,January,Low,False
O05346,C0373,R0046,P0045,2025-03-31,354,70.8,40,26.0,Delivered,3.2,Arjun,Bangalore,36,Male,2026-02-09,The Green Chutney,Bangalore,Pizza,good,2023-07-24,Vikram,Bangalore,Scooter,5,2024-08-25,PAY05346,UPI,Success,394,2025-03-31,2025-03,Monday,March,Low,False
O05347,C0515,R0095,P0003,2025-07-08,798,159.6,30,59.0,Delivered,1.3,Ayushi,Ahmedabad,23,Male,2025-08-23,The Green Chutney,Bangalore,Gujarati,good,2023-07-04,Vihaan,Ahmedabad,Bike,4,2025-10-14,PAY05347,UPI,Success,828,2025-07-08,2025-07,Tuesday,July,Low,False
O05348,C0552,R0052,P0035,2026-01-23,696,139.2,30,23.0,Delivered,1.3,Rishi,Ahmedabad,50,Female,2025-09-04,The Green Chutney,Bangalore,Biryani,good,2026-04-25,Suresh,Chennai,Bike,6,2026-05-31,PAY05348,UPI,Success,726,2026-01-23,2026-01,Friday,January,Low,False
O05349,C0474,R0057,P0019,2024-08-09,348,69.6,40,31.0,Delivered,2.4,Isha,Mumbai,53,Female,2025-12-24,Dal Roti Wala,Bangalore,Chinese,good,2024-01-12,sanjay,Delhi,Bike,5,2025-12-08,PAY05349,COD,Success,388,2024-08-09,2024-08,Friday,August,Low,False
O05350,C0255,R0100,P0009,2024-10-14,701,140.2,30,23.0,Delivered,4.9,Mahek,Hyderabad,42,Male,2026-03-11,The Green Chutney,Delhi,Chinese,good,2026-04-08,Ramesh,Pune,Bike,10,2025-03-14,PAY05350,UPI,Success,731,2024-10-14,2024-10,Monday,October,Low,False
O05351,C0869,R0024,P0038,2024-09-06,384,76.8,40,22.0,Delivered,1.3,Aditiya,Bangalore,51,Female,2025-03-26,Naan Stop,Hyderabad,South Indian,good,2025-05-07,Shiv,Mumbai,Bike,5,2024-03-02,PAY05351,UPI,Success,424,2024-09-06,2024-09,Friday,September,Low,False
O05352,C0270,R0089,P0029,2025-11-18,1672,334.4,20,44.0,Delivered,1.2,Pranjal,Hyderabad,55,Female,2025-02-26,Wok & Tikka,Delhi,Biryani,good,2024-05-29,Kushal,Hyderabad,Bike,6,2024-09-26,PAY05352,Credit Card,Success,1692,2025-11-18,2025-11,Tuesday,November,High,False
O05353,C0702,R0060,P0015,2026-02-21,982,196.4,30,47.0,Delivered,4.4,Kishan,Bangalore,46,Female,2026-05-18,Tadka Town,Pune,Biryani,good,2023-11-28,sanjay,Bangalore,Cycle,6,2025-01-09,PAY05353,UPI,Success,1012,2026-02-21,2026-02,Saturday,February,Low,True
O05354,C0499,R0056,P0017,2025-01-07,568,113.6,30,28.0,Delivered,4.2,Rishi,Bangalore,36,Male,2025-09-02,Wok & Tikka,Mumbai,North Indian,good,2025-09-13,Shiv,Delhi,Bike,4,2024-12-22,PAY05354,UPI,Success,598,2025-01-07,2025-01,Tuesday,January,Low,False
O05355,C0377,R0097,P0007,2026-04-02,245,49.0,40,31.0,Delivered,3.6,Siya,Pune,38,Female,2025-09-27,Wok & Tikka,Hyderabad,North Indian,good,2023-10-31,Ramesh,Delhi,Bike,3,2024-01-13,PAY05355,COD,Success,285,2026-04-02,2026-04,Thursday,April,Low,False
O05356,C0138,R0001,P0030,2024-07-09,1174,234.8,20,46.0,Delivered,2.8,Arya,Ahmedabad,31,Female,2024-07-08,The Midnight Masala,Ahmedabad,Nachos,good,2025-09-12,Suresh,Pune,Scooter,5,2026-02-17,PAY05356,UPI,Success,1194,2024-07-09,2024-07,Tuesday,July,High,False
O05357,C0480,R0033,P0045,2025-01-09,1002,200.4,20,21.0,Delivered,3.6,Siya,Mumbai,42,Female,2025-03-05,The Chaat Chart,Delhi,Biryani,good,2023-10-07,Vikram,Bangalore,Scooter,5,2024-08-25,PAY05357,COD,Success,1022,2025-01-09,2025-01,Thursday,January,High,False
O05358,C0018,R0068,P0023,2026-01-21,130,26.0,40,54.0,Delivered,4.6,Vivan,Chennai,22,Female,2025-02-18,Curry Cartel,Bangalore,North Indian,good,2023-10-21,Bajraj,Delhi,Bike,1,2025-02-09,PAY05358,UPI,Success,170,2026-01-21,2026-01,Wednesday,January,Low,False
O05359,C0582,R0010,P0045,2025-01-17,345,69.0,40,49.0,Delivered,2.6,Rishi,Surat,49,Female,2025-02-06,The Green Chutney,Bangalore,South Indian,good,2025-04-24,Vikram,Bangalore,Scooter,5,2024-08-25,PAY05359,UPI,Success,385,2025-01-17,2025-01,Friday,January,Low,False
O05360,C0366,R0036,P0018,2024-07-19,1893,378.6,20,38.0,Delivered,4.8,Harsh,Pune,38,Female,2025-11-21,Tadka Town,Delhi,SizzlerItalian,good,2025-06-26,Bajraj,Pune,Scooter,5,2026-04-20,PAY05360,UPI,Success,1913,2024-07-19,2024-07,Friday,July,High,False
O05361,C0816,R0067,P0044,2024-10-23,312,62.4,40,55.0,Delivered,2.6,Arya,Hyderabad,49,Female,2025-10-16,Naan Stop,Delhi,Mexican,good,2024-04-08,Ramesh,Pune,Bike,6,2024-08-10,PAY05361,COD,Success,352,2024-10-23,2024-10,Wednesday,October,Low,False
O05362,C0286,R0026,P0010,2025-05-21,304,60.8,40,49.0,Delivered,1.6,Mudra,Bangalore,52,Female,2026-01-23,Dal Roti Wala,Hyderabad,Biryani,good,2026-05-17,Suresh,Bangalore,Scooter,0,2025-06-15,PAY05362,UPI,Success,344,2025-05-21,2025-05,Wednesday,May,Low,False
O05363,C0518,R0075,P0011,2026-05-04,857,171.4,30,21.0,Delivered,3.7,Isha,Bangalore,18,Female,2025-03-27,Wok & Tikka,Chennai,South Indian,good,2026-04-06,Bajraj,Delhi,Scooter,1,2024-04-14,PAY05363,Credit Card,Success,887,2026-05-04,2026-05,Monday,May,Low,False
O05364,C0395,R0055,P0010,2025-09-13,781,156.2,30,50.0,Delivered,4.7,Krishna,Ahmedabad,38,Male,2026-02-22,The Midnight Masala,Surat,Chinese,good,2026-01-31,Suresh,Bangalore,Scooter,0,2025-06-15,PAY05364,UPI,Success,811,2025-09-13,2025-09,Saturday,September,Low,True
O05365,C0389,R0002,P0018,2025-07-03,196,39.2,40,58.0,Delivered,1.5,Mudra,Mumbai,58,Female,2025-11-04,Naan Stop,Surat,SizzlerItalian,good,2023-08-09,Bajraj,Pune,Scooter,5,2026-04-20,PAY05365,UPI,Success,236,2025-07-03,2025-07,Thursday,July,Low,False
O05366,C0832,R0040,P0030,2025-02-02,389,0.0,0,,Cancelled,,Ayushi,Surat,32,Female,2024-09-14,Tadka Town,Surat,Mexican,good,2026-05-16,Suresh,Pune,Scooter,5,2026-02-17,PAY05366,UPI,Refunded,389,2025-02-02,2025-02,Sunday,February,Low,True
O05367,C0633,R0070,P0008,2025-11-25,341,68.2,40,41.0,Delivered,3.9,Kishan,Hyderabad,51,Female,2026-03-18,Tadka Town,Bangalore,Pizza,good,2024-06-01,Bajraj,Chennai,Cycle,10,2025-02-06,PAY05367,UPI,Success,381,2025-11-25,2025-11,Tuesday,November,Low,False
O05368,C0065,R0099,P0035,2024-11-14,617,123.4,30,42.0,Delivered,4.1,Mudra,Hyderabad,28,Female,2024-07-06,Wok & Tikka,Pune,SizzlerItalian,good,2025-03-12,Suresh,Chennai,Bike,6,2026-05-31,PAY05368,UPI,Success,647,2024-11-14,2024-11,Thursday,November,Low,False
O05369,C0314,R0020,P0039,2025-08-28,183,36.6,40,59.0,Delivered,3.4,Kishan,Surat,29,Female,2025-03-26,Wok & Tikka,Ahmedabad,Chinese,good,2025-08-23,Shiv,Hyderabad,Scooter,6,2023-07-10,PAY05369,UPI,Success,223,2025-08-28,2025-08,Thursday,August,Low,False
O05370,C0380,R0071,P0043,2024-08-25,521,104.2,30,36.0,Delivered,3.2,Vivan,Pune,55,Female,2025-01-06,The Green Chutney,Mumbai,Mexican,good,2023-12-19,Bajraj,Hyderabad,Bike,1,2025-06-23,PAY05370,Debit Card,Success,551,2024-08-25,2024-08,Sunday,August,Low,True
O05371,C0324,R0038,P0020,2025-06-12,242,48.4,40,22.0,Delivered,2.9,Pranjal,Hyderabad,59,Female,2025-05-18,Dal Roti Wala,Chennai,Chinese,good,2025-03-18,Suresh,Delhi,Scooter,0,2024-10-19,PAY05371,Debit Card,Success,282,2025-06-12,2025-06,Thursday,June,Low,False
O05372,C0627,R0035,P0050,2024-11-18,137,27.4,40,45.0,Delivered,2.5,Aditiya,Pune,55,Male,2025-11-26,Naan Stop,Ahmedabad,Chinese,good,2024-05-20,Shiv,Mumbai,Cycle,3,2023-07-26,PAY05372,UPI,Success,177,2024-11-18,2024-11,Monday,November,Low,False
O05373,C0670,R0039,P0020,2026-03-19,949,189.8,30,33.0,Delivered,2.2,Arya,Pune,49,Female,2024-12-01,The Midnight Masala,Chennai,Nachos,good,2024-10-30,Suresh,Delhi,Scooter,0,2024-10-19,PAY05373,COD,Success,979,2026-03-19,2026-03,Thursday,March,Low,False
O05374,C0989,R0081,P0028,2025-04-16,210,42.0,40,45.0,Delivered,3.1,Harsh,Pune,43,Female,2025-02-10,The Midnight Masala,Pune,South Indian,good,2023-10-05,Bajraj,Ahmedabad,Scooter,7,2024-10-24,PAY05374,COD,Success,250,2025-04-16,2025-04,Wednesday,April,Low,False
O05375,C0996,R0008,P0033,2024-07-24,968,193.6,30,23.0,Delivered,1.2,Mahek,Delhi,41,Male,2025-09-25,Naan Stop,Surat,Mexican,good,2026-02-25,sanjay,Bangalore,Scooter,5,2024-08-29,PAY05375,UPI,Success,998,2024-07-24,2024-07,Wednesday,July,Low,False
O05376,C0497,R0019,P0014,2026-03-23,1395,0.0,0,,Cancelled,,Mahek,Surat,33,Male,2024-08-07,Tadka Town,Chennai,Chinese,good,2023-11-23,Rajesh,Surat,Bike,8,2026-01-31,PAY05376,UPI,Refunded,1395,2026-03-23,2026-03,Monday,March,High,False
O05377,C0758,R0099,P0043,2025-04-18,323,64.6,40,23.0,Delivered,4.5,Aditiya,Hyderabad,27,Male,2025-06-19,Wok & Tikka,Pune,SizzlerItalian,good,2025-03-12,Bajraj,Hyderabad,Bike,1,2025-06-23,PAY05377,UPI,Success,363,2025-04-18,2025-04,Friday,April,Low,False
O05378,C0742,R0033,P0013,2025-05-07,557,111.4,30,59.0,Delivered,3.0,Radha,Ahmedabad,40,Male,2026-01-17,The Chaat Chart,Delhi,Biryani,good,2023-10-07,Vikram,Delhi,Scooter,2,2024-02-21,PAY05378,UPI,Success,587,2025-05-07,2025-05,Wednesday,May,Low,False
O05379,C0114,R0035,P0042,2025-02-28,285,0.0,0,,Cancelled,,Vivan,Hyderabad,42,Female,2024-11-16,Naan Stop,Ahmedabad,Chinese,good,2024-05-20,Rajesh,Pune,Bike,8,2025-08-17,PAY05379,UPI,Refunded,285,2025-02-28,2025-02,Friday,February,Low,False
O05380,C0253,R0072,P0049,2024-09-02,592,118.4,30,59.0,Delivered,3.4,Rishi,Surat,22,Female,2024-08-18,Naan Stop,Delhi,Mexican,good,2023-07-17,Suresh,Ahmedabad,Bike,4,2025-05-23,PAY05380,UPI,Success,622,2024-09-02,2024-09,Monday,September,Low,False
O05381,C0777,R0073,P0001,2025-06-08,545,109.0,30,48.0,Delivered,2.7,Kishan,Delhi,32,Male,2026-01-10,Dal Roti Wala,Pune,Mexican,good,2024-08-09,Ramesh,Ahmedabad,Bike,4,2025-12-25,PAY05381,Debit Card,Success,575,2025-06-08,2025-06,Sunday,June,Low,True
O05382,C0173,R0053,P0014,2025-02-16,467,93.4,40,48.0,Delivered,2.6,Krishna,Pune,33,Female,2025-01-02,Wok & Tikka,Chennai,Pizza,good,2023-11-10,Rajesh,Surat,Bike,8,2026-01-31,PAY05382,COD,Success,507,2025-02-16,2025-02,Sunday,February,Low,True
O05383,C0346,R0052,P0003,2025-05-03,227,45.4,40,26.0,Delivered,1.2,Kishan,Chennai,33,Male,2026-04-12,The Green Chutney,Bangalore,Biryani,good,2026-04-25,Vihaan,Ahmedabad,Bike,4,2025-10-14,PAY05383,UPI,Success,267,2025-05-03,2025-05,Saturday,May,Low,True
O05384,C0820,R0097,P0031,2026-02-04,568,113.6,30,31.0,Delivered,3.7,Krishna,Mumbai,27,Male,2024-12-01,Wok & Tikka,Hyderabad,North Indian,good,2023-10-31,Vikram,Ahmedabad,Scooter,3,2023-11-25,PAY05384,Debit Card,Success,598,2026-02-04,2026-02,Wednesday,February,Low,False
O05385,C0703,R0046,P0018,2026-04-15,807,161.4,30,20.0,Delivered,3.0,Arjun,Bangalore,20,Female,2024-09-22,The Green Chutney,Bangalore,Pizza,good,2023-07-24,Bajraj,Pune,Scooter,5,2026-04-20,PAY05385,UPI,Success,837,2026-04-15,2026-04,Wednesday,April,Low,False
O05386,C0042,R0023,P0025,2026-02-19,348,69.6,40,36.0,Delivered,3.6,Radha,Pune,31,Female,2025-08-28,Naan Stop,Chennai,Mexican,good,2026-05-26,Vihaan,Pune,Cycle,2,2025-07-14,PAY05386,UPI,Success,388,2026-02-19,2026-02,Thursday,February,Low,False
O05387,C0060,R0007,P0049,2024-06-25,321,64.2,40,34.0,Delivered,1.8,Dimple,Pune,34,Female,2026-02-14,The Green Chutney,Delhi,Nachos,good,2023-07-15,Suresh,Ahmedabad,Bike,4,2025-05-23,PAY05387,UPI,Success,361,2024-06-25,2024-06,Tuesday,June,Low,False
O05388,C0448,R0081,P0026,2025-03-26,354,70.8,40,56.0,Delivered,3.2,Kishan,Mumbai,54,Female,2025-02-27,The Midnight Masala,Pune,South Indian,good,2023-10-05,Suresh,Ahmedabad,Scooter,8,2024-03-12,PAY05388,UPI,Success,394,2025-03-26,2025-03,Wednesday,March,Low,False
O05389,C0720,R0043,P0044,2026-01-25,575,115.0,30,42.0,Delivered,4.3,Aditiya,Ahmedabad,39,Male,2025-11-13,The Green Chutney,Ahmedabad,Nachos,good,2023-09-22,Ramesh,Pune,Bike,6,2024-08-10,PAY05389,UPI,Success,605,2026-01-25,2026-01,Sunday,January,Low,True
O05390,C0130,R0047,P0050,2025-05-18,143,0.0,0,,Cancelled,,Mahek,Delhi,41,Male,2025-05-24,The Green Chutney,Delhi,North Indian,good,2025-12-29,Shiv,Mumbai,Cycle,3,2023-07-26,PAY05390,UPI,Refunded,143,2025-05-18,2025-05,Sunday,May,Low,True
O05391,C0402,R0036,P0035,2026-04-14,422,84.4,40,42.0,Delivered,3.4,Siya,Hyderabad,57,Female,2024-10-20,Tadka Town,Delhi,SizzlerItalian,good,2025-06-26,Suresh,Chennai,Bike,6,2026-05-31,PAY05391,UPI,Success,462,2026-04-14,2026-04,Tuesday,April,Low,False
O05392,C0861,R0082,P0036,2024-10-18,183,36.6,40,56.0,Delivered,1.0,Siya,Chennai,55,Male,2025-11-24,The Midnight Masala,Bangalore,SizzlerItalian,good,2023-08-08,Bajraj,Ahmedabad,Cycle,5,2023-06-25,PAY05392,UPI,Success,223,2024-10-18,2024-10,Friday,October,Low,False
O05393,C0543,R0041,P0003,2025-05-14,367,73.4,40,39.0,Delivered,4.2,Siya,Ahmedabad,59,Female,2024-11-17,Dal Roti Wala,Surat,SizzlerItalian,good,2025-08-04,Vihaan,Ahmedabad,Bike,4,2025-10-14,PAY05393,UPI,Success,407,2025-05-14,2025-05,Wednesday,May,Low,False
O05394,C0103,R0086,P0026,2025-02-05,949,189.8,30,26.0,Delivered,4.0,Kishan,Chennai,51,Female,2026-01-20,Dal Roti Wala,Delhi,Biryani,good,2025-08-09,Suresh,Ahmedabad,Scooter,8,2024-03-12,PAY05394,UPI,Success,979,2025-02-05,2025-02,Wednesday,February,Low,False
O05395,C0899,R0018,P0038,2025-02-23,992,198.4,30,25.0,Delivered,1.3,Arya,Ahmedabad,55,Female,2025-12-11,Curry Cartel,Delhi,Gujarati,good,2024-12-19,Shiv,Mumbai,Bike,5,2024-03-02,PAY05395,UPI,Success,1022,2025-02-23,2025-02,Sunday,February,Low,True
O05396,C0782,R0066,P0039,2025-09-13,1711,342.2,20,37.0,Delivered,4.6,Dimple,Surat,36,Male,2025-04-11,Dal Roti Wala,Pune,Mexican,good,2025-03-09,Shiv,Hyderabad,Scooter,6,2023-07-10,PAY05396,UPI,Success,1731,2025-09-13,2025-09,Saturday,September,High,True
O05397,C0852,R0056,P0019,2026-03-28,977,195.4,30,27.0,Delivered,3.6,Pranjal,Mumbai,25,Male,2024-07-20,Wok & Tikka,Mumbai,North Indian,good,2025-09-13,sanjay,Delhi,Bike,5,2025-12-08,PAY05397,UPI,Success,1007,2026-03-28,2026-03,Saturday,March,Low,True
O05398,C0680,R0069,P0039,2025-08-13,735,147.0,30,43.0,Delivered,1.0,Dimple,Hyderabad,43,Female,2025-03-02,Tadka Town,Surat,Biryani,good,2023-08-31,Shiv,Hyderabad,Scooter,6,2023-07-10,PAY05398,UPI,Success,765,2025-08-13,2025-08,Wednesday,August,Low,False
O05399,C0927,R0002,P0024,2024-12-27,890,178.0,30,60.0,Delivered,3.5,Vihaan,Bangalore,56,Male,2025-11-15,Naan Stop,Surat,SizzlerItalian,good,2023-08-09,Vihaan,Ahmedabad,Bike,7,2024-05-12,PAY05399,UPI,Success,920,2024-12-27,2024-12,Friday,December,Low,False
O05400,C0898,R0095,P0034,2024-07-17,753,150.6,30,37.0,Delivered,1.9,Kishan,Pune,18,Male,2025-05-24,The Green Chutney,Bangalore,Gujarati,good,2023-07-04,Kushal,Ahmedabad,Bike,2,2026-04-13,PAY05400,UPI,Success,783,2024-07-17,2024-07,Wednesday,July,Low,False
O05401,C0810,R0025,P0042,2025-11-08,358,71.6,40,44.0,Delivered,4.3,Isha,Ahmedabad,24,Male,2025-05-25,Curry Cartel,Hyderabad,SizzlerItalian,good,2026-04-22,Rajesh,Pune,Bike,8,2025-08-17,PAY05401,UPI,Success,398,2025-11-08,2025-11,Saturday,November,Low,True
